instance_number,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
370,cre_Doc_Template_Mgt,"SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","What are the ids and names of each document, as well as the number of paragraphs in each?","['SELECT', 'T1.document_id', ',', 'T2.document_name', ',', 'count', '(', '*', ')', 'FROM', 'Paragraphs', 'AS', 'T1', 'JOIN', 'Documents', 'AS', 'T2', 'ON', 'T1.document_id', '=', 'T2.document_id', 'GROUP', 'BY', 'T1.document_id']","['select', 't1', '.', 'document_id', ',', 't2', '.', 'document_name', ',', 'count', '(', '*', ')', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'group', 'by', 't1', '.', 'document_id']","['What', 'are', 'the', 'ids', 'and', 'names', 'of', 'each', 'document', ',', 'as', 'well', 'as', 'the', 'number', 'of', 'paragraphs', 'in', 'each', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the ids and names of each document, as well as the number of paragraphs in each? <query> "," 

""Write a query that answers the following question. Return only the query and no additional explanation.""

<"
371,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,List all document ids with at least two paragraphs.,"['SELECT', 'document_id', 'FROM', 'Paragraphs', 'GROUP', 'BY', 'document_id', 'HAVING', 'count', '(', '*', ')', '>', '=', '2']","['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['List', 'all', 'document', 'ids', 'with', 'at', 'least', 'two', 'paragraphs', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List all document ids with at least two paragraphs. <query> "," 
SELECT DISTINCT doc_id
FROM paragraph
WHERE doc_id IN (
  SELECT doc_id
  FROM paragraph
  GROUP BY doc_id
  HAVING COUNT(doc_id) > 1
)
</query>
</question>
"
372,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,What are the ids of documents that have 2 or more paragraphs?,"['SELECT', 'document_id', 'FROM', 'Paragraphs', 'GROUP', 'BY', 'document_id', 'HAVING', 'count', '(', '*', ')', '>', '=', '2']","['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['What', 'are', 'the', 'ids', 'of', 'documents', 'that', 'have', '2', 'or', 'more', 'paragraphs', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the ids of documents that have 2 or more paragraphs? <query> "," 
<bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos>"
373,cre_Doc_Template_Mgt,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1",What is the document id and name with greatest number of paragraphs?,"['SELECT', 'T1.document_id', ',', 'T2.document_name', 'FROM', 'Paragraphs', 'AS', 'T1', 'JOIN', 'Documents', 'AS', 'T2', 'ON', 'T1.document_id', '=', 'T2.document_id', 'GROUP', 'BY', 'T1.document_id', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't1', '.', 'document_id', ',', 't2', '.', 'document_name', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'group', 'by', 't1', '.', 'document_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['What', 'is', 'the', 'document', 'id', 'and', 'name', 'with', 'greatest', 'number', 'of', 'paragraphs', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the document id and name with greatest number of paragraphs? <query> "," 
    SELECT
        document_id,
        document_name,
        MAX(paragraph_count)
    FROM
        document
    GROUP BY
        document_id
    ORDER BY
        document_id
    DESC
    LIMIT 1
</query>
"
374,cre_Doc_Template_Mgt,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1",Return the id and name of the document with the most paragraphs.,"['SELECT', 'T1.document_id', ',', 'T2.document_name', 'FROM', 'Paragraphs', 'AS', 'T1', 'JOIN', 'Documents', 'AS', 'T2', 'ON', 'T1.document_id', '=', 'T2.document_id', 'GROUP', 'BY', 'T1.document_id', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't1', '.', 'document_id', ',', 't2', '.', 'document_name', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'group', 'by', 't1', '.', 'document_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['Return', 'the', 'id', 'and', 'name', 'of', 'the', 'document', 'with', 'the', 'most', 'paragraphs', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the id and name of the document with the most paragraphs. <query> "," 
SELECT id, name
FROM documents
ORDER BY num_of_paragraphs DESC
LIMIT 1;
"
375,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,What is the document id with least number of paragraphs?,"['SELECT', 'document_id', 'FROM', 'Paragraphs', 'GROUP', 'BY', 'document_id', 'ORDER', 'BY', 'count', '(', '*', ')', 'ASC', 'LIMIT', '1']","['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']","['What', 'is', 'the', 'document', 'id', 'with', 'least', 'number', 'of', 'paragraphs', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the document id with least number of paragraphs? <query> "," 
	select doc_id from doc_table 
	order by num_of_paras asc 
	limit 1
</query>
"
376,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,Return the id of the document with the fewest paragraphs.,"['SELECT', 'document_id', 'FROM', 'Paragraphs', 'GROUP', 'BY', 'document_id', 'ORDER', 'BY', 'count', '(', '*', ')', 'ASC', 'LIMIT', '1']","['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']","['Return', 'the', 'id', 'of', 'the', 'document', 'with', 'the', 'fewest', 'paragraphs', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the id of the document with the fewest paragraphs. <query> "," 
SELECT id
FROM documents
WHERE (SELECT COUNT(*)
        FROM paragraphs
        WHERE paragraphs.document_id = documents.id)
        = (SELECT MIN(COUNT(*))
           FROM paragraphs
           WHERE paragraphs.document_id = documents.id);
</query>
</question>
"
377,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,What is the document id with 1 to 2 paragraphs?,"['SELECT', 'document_id', 'FROM', 'Paragraphs', 'GROUP', 'BY', 'document_id', 'HAVING', 'count', '(', '*', ')', 'BETWEEN', '1', 'AND', '2']","['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'having', 'count', '(', '*', ')', 'between', 'value', 'and', 'value']","['What', 'is', 'the', 'document', 'id', 'with', '1', 'to', '2', 'paragraphs', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the document id with 1 to 2 paragraphs? <query> "," 
  <where>
    <and>
      <has>
        <paragraph>
          <count>
            <between>
              <value>1</value>
              <value>2</value>
            </between>
<bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos>"
378,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,Give the ids of documents that have between one and two paragraphs.,"['SELECT', 'document_id', 'FROM', 'Paragraphs', 'GROUP', 'BY', 'document_id', 'HAVING', 'count', '(', '*', ')', 'BETWEEN', '1', 'AND', '2']","['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'having', 'count', '(', '*', ')', 'between', 'value', 'and', 'value']","['Give', 'the', 'ids', 'of', 'documents', 'that', 'have', 'between', 'one', 'and', 'two', 'paragraphs', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Give the ids of documents that have between one and two paragraphs. <query> "," 
    SELECT DISTINCT id
    FROM document
    WHERE (
        SELECT COUNT(*)
        FROM paragraph
        WHERE paragraph.id = document.id
    ) BETWEEN 1 AND 2
</query>
"
379,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',Show the document id with paragraph text 'Brazil' and 'Ireland'.,"['SELECT', 'document_id', 'FROM', 'Paragraphs', 'WHERE', 'paragraph_text', '=', ""'Brazil"", ""'"", 'INTERSECT', 'SELECT', 'document_id', 'FROM', 'Paragraphs', 'WHERE', 'paragraph_text', '=', ""'Ireland"", ""'""]","['select', 'document_id', 'from', 'paragraphs', 'where', 'paragraph_text', '=', 'value', 'intersect', 'select', 'document_id', 'from', 'paragraphs', 'where', 'paragraph_text', '=', 'value']","['Show', 'the', 'document', 'id', 'with', 'paragraph', 'text', ""'Brazil"", ""'"", 'and', ""'Ireland"", ""'"", '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the document id with paragraph text 'Brazil' and 'Ireland'. <query> "," 
  <select>
    <from>
      <collection><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos><bos>"
380,cre_Doc_Template_Mgt,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,"['SELECT', 'document_id', 'FROM', 'Paragraphs', 'WHERE', 'paragraph_text', '=', ""'Brazil"", ""'"", 'INTERSECT', 'SELECT', 'document_id', 'FROM', 'Paragraphs', 'WHERE', 'paragraph_text', '=', ""'Ireland"", ""'""]","['select', 'document_id', 'from', 'paragraphs', 'where', 'paragraph_text', '=', 'value', 'intersect', 'select', 'document_id', 'from', 'paragraphs', 'where', 'paragraph_text', '=', 'value']","['What', 'are', 'the', 'ids', 'of', 'documents', 'that', 'contain', 'the', 'paragraph', 'text', ""'Brazil"", ""'"", 'and', ""'Ireland"", ""'"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'? <query> "," 
    <select>
        <from>
            <collection>
                <collection-name>documents</collection-name>
            </collection>
        </from>
        <where>
            <and>
                <or>
                    <field-name>text</field-name>
                    <value>Brazil</value>
                </or>
                <or>
                    <field-name>text</field-name>
                    <value>Ireland</value>
                </or>
            </and>
        </where>
        <select-fields>
            <field-name>id</field-name>
        </select-fields>
    </select>
</query>
"
